PO Number;PO Date;Vendor;Vendor Description;Requester;PO Created By;Shopping Cart Number;Project;Project Description;WBS Element;WBS Element Description;Cost Center;Cost Center Description;PO Net Amount;Tax Amount;Total Amount Legal Entity Currency;PO Line Nr.;PO Status;PO Line Text;Delivery Date;Legal Entity Currency Code;Value in document currency;Document currency code;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Change Date;Purchase requisition;Procurement Plant;Contract #;Joint Commodity Code;PO Title;Version;FI Doc No
9110164238;2020-08-24;10187050;INBUREX CONSULTING GMBH;HILLMANB;EICHNERJ;;C.32.00734.442.0;;C.32.00734.442.062.151;EXTERN PROJEKT SGU;3251601442;GEB. 442;17062.50;0.00;17062.50;2;closed;L1C44XP 1.NT SME-BD;2021-05-31;EUR;17062.50;EUR;capex;6;6.2;6.2.15-C;2024-07-24;;4511;;X20250200;L1C44XP RISIKOANALYSE SME CD/BD;;61649110164238000002C3200734442062151
9110164959;2020-09-03;10231376;EMPOSO GMBH;DJULICE;EICHNERJ;1003495824;C.32.00734.442.0;;C.32.00734.442.062.151;EXTERN PROJEKT SGU;3251601442;GEB. 442;41310.00;0.00;41310.00;1;closed;L1C44XP SHE SPOC CD/BD;2021-05-31;EUR;41310.00;EUR;capex;6;6.2;6.2.15-C;2024-11-19;;4511;;X35100100;L1C44XP SHE SPOC CD/BD;;61649110164959000001C3200734442062151
2111090415;2021-06-11;10109839;BOHLENDER GMBH;SCHIMMEJ;KROLLV;1003772278;C.32.00056.001.0;;C.32.00056.001.035.101;ABFÜLL- UND VERSCHLIEßMASCHINE;3253100035;DOMM MANAGEMENT;500.30;0.00;500.30;1;open;FUEV - SCHLAEUCHE U. ANSCHLUESSE;2021-07-30;EUR;500.30;EUR;capex;0;0.0;0.0.00-C;2021-06-11;;4510;;X15150107;IMSRMM_SCHIMMEJ_BOHLENDER;;61642111090415000001C3200056001035101
6000752527;2020-06-30;10109530;HERMANN WALDNER GMBH & CO KG;DOERLICM;TRAUTMB2;;C.32.00056.001.0;;C.32.00056.001.035.111;ANSATZSYSTEM;3253100035;DOMM MANAGEMENT;149950.00;0.00;149950.00;10;open;5 BEADS BEHÄLTER - GEB.485;2020-10-30;EUR;149950.00;EUR;capex;0;0.0;0.0.00-C;2020-06-30;3221769478;4510;;X20150402;;;61646000752527000010C3200056001035111
9110227520;2022-12-14;10111679;RICHARD SCHULZ;BOETTNEL;HILLMANB;;C.32.03281.900.0;;C.32.03281.900.012.111;INGSP - ERDARBEITEN & GALABAU;3251601820;STRASSEN/AREAL;72295.11;0.00;72295.11;38;open;16.NT  INGSP LEITERN-FOWEG-MATTEN;2025-12-29;EUR;72295.11;EUR;capex;1;1.2;1.2.11-C;2025-06-16;;4511;;X20050100;;;61649110227520000038C3203281900012111
6000535779;2019-02-06;10007727;GRONINGER & CO GMBH;GEIGERC6;SUTTNERK;;C.32.01263.652.0;;C.32.01263.652.034.991;DMC PRINTER (EQUIPMENT);3253100341;DOMMD LIQUID E1G EQ;5100.00;0.00;5100.00;10;open;LEIHBAND CA. 2M FÜR B & B;2019-02-11;EUR;5100.00;EUR;capex;3;3.4;3.4.99-C;2019-09-24;3128568600;4511;;X20150402;;;61646000535779000010C3201263652034991
6000662966;2019-11-28;10116415;IDONEUS ANLAGENBAU GMBH;MAAGM1;SCHWAA17;;C.32.01707.444.0;;C.32.01707.444.031.221;TA22 - POLY CROSSLINK T-MEDIA USW.;3253510372;DOZC GEN. MFG COST;1456000.00;0.00;1456000.00;10;closed;CPMBAP/PR250 PROZESSANLAGE TEIL 1;2021-05-31;EUR;1456000.00;EUR;capex;3;3.1;3.1.22-C;2019-11-28;3179695303;4511;;X20100300;;;61646000662966000010C3201707444031221
6000663558;2019-11-29;10115610;SIEMENS AG;GERRMANS;WOLLSCHH;;C.32.01236.761.0;;C.32.01236.761.044.181;IBN / QUAL.;3253100214;DOZ MANAGEMENT;2734.67;0.00;2734.67;30;open;CPPP AS- TREIBERBIBLIOTHEK UND SERVICES;2020-01-31;EUR;2734.67;EUR;capex;4;4.4;4.4.18-C;2019-11-29;3181236298;4511;;X40100100;;;61646000663558000030C3201236761044181
2111075930;2021-04-28;10115309;TH GEYER GMBH & CO KG;KISCHP;KISCHP;1003734010;C.32.01236.761.0;;C.32.01236.761.036.109;LABORGERÄTE - KOSTEN;3253100214;DOZ MANAGEMENT;46.25;0.00;46.25;1;open;KÜVETTENSTÄNDER PP PLASTIBRA;2021-04-30;EUR;46.25;EUR;capex;3;3.6;3.6.10-O;2021-04-28;;4511;;X15150107;KISCHP 28.04.2021 08:32:47;;61642111075930000001C3201236761036109
9110216266;2022-06-02;10113852;GHB CONSULT GMBH;HILLMANB;EICHNERJ;1004090369;C.32.03660.341.0;;C.32.03660.341.062.101;EXTERN BAU;3253100214;DOZ MANAGEMENT;850.00;0.00;850.00;1;open;MSCE2P BAUGRUNDUNTERSUCHUNG;2022-06-30;EUR;850.00;EUR;capex;6;6.2;6.2.10-C;2023-08-25;;4511;;X20050100;MSCE2P BAUGRUNDUNTERSUCHUNG;;61649110216266000001C3203660341062101
2130130311;2022-02-28;10111109;ADRIAN GAIDA SCHREINEREI;KNOSALLC;GABLERC1;1004006945;C.32.02835.036.1;;C.32.02835.036.128.999;MA-03 ROOM BF36 OPEX;3253510400;DOM NMPA READIN PREP;480.00;0.00;480.00;1;open;361/1 R303 HPL PLATTEN;2022-03-30;EUR;480.00;EUR;capex;2;2.8;2.8.99-O;2022-02-28;;4510;6199100303;X20050802;KNOSALLC NMPAM / GAIDA;;61642130130311000001C3202835036128999
9110180344;2021-03-25;10110656;TESTO INDUSTRIAL SERVICES GMBH;STADLEF1;EICHNERJ;1003690805;C.32.02795.651.0;;C.32.02795.651.062.239;651 - PLANUNG SONST. BAUMAßNAHMEN EXTERN;3251601652;GEB. 652 PRODUKTION DIAGNOSTICA;499.68;0.00;499.68;2;closed;NMPARP - ECC BEARBEITUNG 651;2022-08-31;EUR;499.68;EUR;capex;6;6.2;6.2.23-O;2024-07-24;;4511;;X20250100;STADLEF1 10.03.2021 13:41;;61649110180344000002C3202795651062239
9130040836;2020-10-14;10120767;BILFINGER LIFE SCIENCE GMBH;MATSCHLK;GEIGERC6;1003548615;C.32.01229.442.0;;C.32.01229.442.041.111;APPARATE INSTALLIEREN;3253100214;DOZ MANAGEMENT;3298.95;0.00;3298.95;1;closed;PEBT POS. 2 UMMANTELUNG MIT EDELSTAHL;;EUR;3298.95;EUR;capex;4;4.1;4.1.11-C;2020-10-14;;4511;6199100648;X20150500;UMMANTELUNG MIT EDELSTAHL;;61649130040836000001C3201229442041111
2111094875;2021-06-24;10006309;KAISER & KRAFT GMBH;SCHEIDLR;BIRNERP;1003782714;C.32.01708.444.0;;C.32.01708.444.073.999;SONSTIGE NEBENKOSTEN;3253510372;DOZC GEN. MFG COST;459.42;0.00;459.42;1;open;PROFI-ETAGENWAGEN MIT ABSCHLIEßBARER...;2021-06-25;EUR;459.42;EUR;capex;0;0.0;0.0.00-O;2021-06-24;;4511;;X20100200;"KAISERKRAFT; PUNCHOUT; SCHEIDLR";;61642111094875000001C3201708444073999
6000489512;2018-10-15;10130963;IB FEY INGENIEURBUERO FUER BAUWESEN;ALBRECM7;SUTTNERK;;C.32.01708.444.0;;C.32.01708.444.062.101;BAU EXTERN;3253510372;DOZC GEN. MFG COST;5179.13;0.00;5179.13;40;open;2. NA PPIMP/BA613 GENEHMIGUNGSPLANUNG;2019-12-31;EUR;5179.13;EUR;capex;6;6.2;6.2.10-C;2019-10-28;3175189930;4511;;X20250301;;;61646000489512000040C3201708444062101
6000485152;2018-10-04;10231246;TAS PLANUNGSGESELLSCHAFT MBH;STURMS3;BELOKUE1;;C.32.01708.444.0;;C.32.01708.444.062.131;PM UND SERVICES EXTERN;3253510372;DOZC GEN. MFG COST;13541.64;0.00;13541.64;40;open;PPIMP/PS610 TERMINPL. DD TEIL 2;2019-10-31;EUR;13541.64;EUR;capex;6;6.2;6.2.13-C;2019-07-31;3160138117;4511;;X20250200;;;61646000485152000040C3201708444062131
P000895378;2024-08-27;10476144;LINMOT GMBH;BERNHAH1;BERNHAH1;;C.32.01261.364.1;;C.32.01261.364.135.101;PSC2M-FA2-HARDWARE;3253100613;MFG MA - BUSINESS SUPPORT;493.35;0.00;493.35;3;open;ML01-12X210/160-20 MAGSPRING LÄUFER 22/60N;2024-10-04;EUR;493.35;EUR;capex;0;0.0;0.0.00-C;2024-08-27;R100802718;4510;;X20100000;PO1 FOR PSC-ERSATZTEILE LINMOT FIETZ 26.08.2024;;6164P000895378000003C3201261364135101
2111233684;2022-08-17;10120664;ALEXANDER BUERKLE GMBH + CO KG;BERNHAH1;BERNHAH1;1004151206;C.32.01261.364.1;;C.32.01261.364.135.101;PSC2M-FA2-HARDWARE;3253100613;MFG MA - BUSINESS SUPPORT;90.84;0.00;90.84;11;open;RITTAL SZ 4127010 TÜRPOSITIONSSCHALTER;2022-08-24;EUR;90.84;EUR;capex;0;0.0;0.0.00-C;2022-08-17;;4510;;X20100200;PSC2M BÜRKLE FIETZ 17.08.2022;;61642111233684000011C3201261364135101
2111299256;2023-06-19;10111997;SCHUEBEL ANTRIEBSTECHNIK;HOCHL;BOHRERP1;1004355215;C.32.02319.470.2;;C.32.02319.470.235.161;HIPMOM_PP HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;42.20;0.00;42.20;1;open;ZAHNRIEMEN 6 AT3/351 GEN III;2023-06-30;EUR;42.20;EUR;capex;0;0.0;0.0.00-C;2023-06-19;;4510;;X20100200;HOCHL 19.06.2023 10:12:17;;61642111299256000001C3202319470235161
P001258885;2025-04-07;10110498;ELEKTRO KREUTZPOINTNER GMBH;SCHAEFM6;HILLMANB;;C.32.01286.341.0;;C.32.01286.341.024.191;1 - ELEKTROARBEITEN GESAMT GEB. 341;3251601601;PROJEKTE ALCM UND SCOPES;68046.00;0.00;68046.00;8;open;E-ARBEITEN 341 / 2500321;2025-12-29;EUR;68046.00;EUR;capex;2;2.4;2.4.19-C;2025-04-07;R101112051;4511;2024053659;X20050401;PO1 FOR IDCSP ELEKTRO-ARBEITEN RASTER 2 + 3;;6164P001258885000008C3201286341024191
P000802691;2024-06-21;10113675;THOMAS PRENNTZELL SACHV. FUER;HALMBURS;ANNENKA1;;C.32.03867.900.0;;C.32.03867.900.062.201;EXTERN SPEZIALISTEN;3251100023;LEITUNG VER- U. ENTSORGUNG;2203.00;0.00;2203.00;1;closed;IE25P BSN FÜR NEA 1;2024-09-03;EUR;2203.00;EUR;capex;6;6.2;6.2.20-C;2025-08-22;R100718925;4511;;X20250100;PO1 FOR IE25P BSN FÜR NEA 1;;6164P000802691000001C3203867900062201
P000542465;2023-12-27;10116327;ORISE GMBH;PROTZMAL;SVANET;;C.32.02927.900.0;;C.32.02927.900.062.211;ENGINEERING EXTERN SONDERFACHLEUTE;3253510373;DOZB GEN. MFG COST 2;7744.00;0.00;7744.00;1;closed;CICDSP NIFI_TOOL;2024-04-18;EUR;7744.00;EUR;capex;6;6.2;6.2.21-C;2025-05-09;R100475302;4511;;X20000000;PO1 FOR CICDSP NIFI - DATEITRANSFER;;6164P000542465000001C3202927900062211
9110201524;2021-12-07;10343476;BELIMED LIFE SCIENCE AG;HILLMANB;EICHNERJ;;C.32.02927.253.0;;C.32.02927.253.034.181;AUTOKLAV 38TA81;3253510373;DOZB GEN. MFG COST 2;15867.96;0.00;15867.96;2;open;1.NT CICDSP AUTOKLAV +/- LISTE;2022-12-30;EUR;15867.96;EUR;capex;3;3.4;3.4.18-C;2023-08-25;;4511;;X20100300;CICDSP AUTOKLAV 38TA81;;61649110201524000002C3202927253034181
9110202522;2021-12-15;10244183;CBRE GWS IFM INDUSTRIE GMBH;HILLMANB;EICHNERJ;1003944030;C.32.02519.341.0;;C.32.02519.341.044.151;EMSR KALIBRIERUNG;3253510373;DOZB GEN. MFG COST 2;11231.13;0.00;11231.13;2;open;CICFEP TA13 /ERSTKALIBRATION;2022-04-28;EUR;11231.13;EUR;capex;4;4.4;4.4.15-C;2023-08-25;;4511;;X20150102;CICFEP KALIBRIERUNG;;61649110202522000002C3202519341044151
9110174654;2021-01-14;10010454;SARTORIUS STEDIM BIOTECH GMBH;HEDEGAAC;MICHES18;1003630275;C.32.02160.253.0;;C.32.02160.253.032.311;DSP PU CHROMATOGRAPHIE SYSTEM INKL. FILT;3253510373;DOZB GEN. MFG COST 2;128.00;0.00;128.00;3;open;CIPKP-ST BPT0033 KABEL LEITFÄHIGKEIT;2021-02-26;EUR;128.00;EUR;capex;3;3.2;3.2.31-C;2021-03-31;;4511;;X15150107;CIPKP-ST PH METER;;61649110174654000003C3202160253032311
9110231501;2023-03-22;10114559;COX ORANGE GMBH;FITTERLL;CAUWENBE;1004295716;C.32.03585.470.0;;C.32.03585.470.062.141;CKAP2M - EXT. ENG. QUALIFIZIERUNG;3253100035;DOMM MANAGEMENT;45500.00;0.00;45500.00;1;open;QUALIFIZIERUNG MAG SL EFS;2023-12-29;EUR;45500.00;EUR;capex;6;6.2;6.2.14-C;2023-11-16;;4510;;X20100403;FITTERLL_CKAP2M_COX ORANGE;;61649110231501000001C3203585470062141
P001197721;2025-03-04;10120664;ALEXANDER BUERKLE GMBH + CO KG;BERNHAH1;BERNHAH1;;C.32.04089.105.0;;C.32.04089.105.038.181;LINE 105 - AUTOMATION EXTERN;3253100035;DOMM MANAGEMENT;68.00;0.00;68.00;7;closed;WAGO 280-904 2-LEITER-DURCHGANGSKLEMME 008-25QMM BLAU;2025-03-04;EUR;68.00;EUR;capex;0;0.0;0.0.00-C;2025-04-20;R101067921;4510;;X20000000;PO1 FOR CLMCIM LINIE 105 BÜRKLE HEMM 04.03.2025;;6164P001197721000007C3204089105038181
6000541782;2019-02-20;10113074;REINHART SCHOCH GMBH;MATSCHLK;SUTTNERK;;C.32.01691.001.0;;C.32.01691.001.028.331;DIVERSE AUSBAUTEN;3251601991;GEB.991 LABORGEB MUC;370.75;0.00;370.75;10;open;"LEMP; WARNSCHILDER GASFLASCHEN";2019-02-22;EUR;370.75;EUR;capex;2;2.8;2.8.33-C;2019-02-20;3130962662;4511;;X25050600;;;61646000541782000010C3201691001028331
6000553777;2019-03-18;10114716;PHARMATECH ENGINEERING GMBH;ARNDTS2;SCHWAA17;;C.32.01705.444.0;;C.32.01705.444.062.141;QUALIFIZIERUNG EXTERN;3253510372;DOZC GEN. MFG COST;10048.00;0.00;10048.00;100;open;7. NA LIABPP/ QU020 QUALI SPÜLMASCHINE;2021-11-30;EUR;10048.00;EUR;capex;6;6.2;6.2.14-C;2020-05-28;3215922513;4511;;X20250100;;;61646000553777000100C3201705444062141
P001009792;2024-11-11;10109003;IGUS SE + CO KG;KROELLA1;GABLERC1;;C.32.02319.470.2;;C.32.02319.470.235.161;HIPMOM_PP HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;140.94;0.00;140.94;1;open;IGLIDUR® Q2 GLEITLAGER  LAUT ANGEBOT 24-201891-BRG-DE-MSE;2024-11-18;EUR;140.94;EUR;capex;0;0.0;0.0.00-C;2024-11-27;R100908167;4510;;X20100000;PO1 FOR HIPMOM / IGUS / KROELL;;6164P001009792000001C3202319470235161
P000791161;2024-06-13;10116882;HOFFMANN GOEPPINGEN;DIEHLS4;DIEHLS4;;C.32.02319.470.1;;C.32.02319.470.135.161;HIPMOM_LAL HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;8.38;0.00;8.38;7;closed;DOPPELMAULSCHLÜSSEL 8X9 MM;2024-06-14;EUR;8.38;EUR;capex;0;0.0;0.0.00-C;2024-08-09;R100707892;4510;;X20000000;PO1 FOR WERKZEUGWAGEN NACHBESTELLUNG;;6164P000791161000007C3202319470135161
9110206936;2022-02-14;10115142;EBERLE MASCHINENBAU GMBH;DRIXLERT;GABLERC1;1003993065;C.32.02319.470.2;;C.32.02319.470.235.161;HIPMOM_PP HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;11875.00;0.00;11875.00;1;open;ZANGENVORSCHUB KPL;2022-05-30;EUR;11875.00;EUR;capex;0;0.0;0.0.00-C;2022-02-14;;4510;;X20100101;DRIXLERT HIPMOM / EBERLE;;61649110206936000001C3202319470235161
P000629433;2024-02-23;10504984;STEFAN MAAS FRAESTECHNIK;FINKF;FINKF;;C.32.02319.470.2;;C.32.02319.470.235.161;HIPMOM_PP HARDWARE & ERSATZTEILE;3251200013;MACHINING TECHNOLOGY;4390.00;0.00;4390.00;1;open;OBER UND UNTERMESSER NACH ANGEBOT LIEFERN;2024-04-05;EUR;4390.00;EUR;capex;0;0.0;0.0.00-C;2024-02-23;R100557962;4510;;X20150500;PO1 FOR MAAS LK 24295;;6164P000629433000001C3202319470235161
P000446084;2023-10-20;10110419;REISSER AG;JUELLYP;JUELLYP;;C.32.02319.470.0;;C.32.02319.470.041.181;HIPMOM_ALLGEMEINE INSTALLATIONSKOSTEN;3253100613;MFG MA - BUSINESS SUPPORT;31.27;0.00;31.27;3;open;UB12/07 GEMÄß ANGEBOT NR. 1.056.288/0;2023-10-18;EUR;31.27;EUR;capex;4;4.1;4.1.18-C;2023-10-20;R100385201;4510;;X20050800;PO1 FOR REISSER MAPRESS;;6164P000446084000003C3202319470041181
2111213417;2022-06-13;10116833;VIEWEG GMBH;RANKD;RANKD;1004098162;C.32.02319.470.0;;C.32.02319.470.035.161;HIPMOM_RAD HARDWARE & ERSATZTEILE;3253100613;MFG MA - BUSINESS SUPPORT;21.60;0.00;21.60;2;open;KARTUSCHE 502788 801047;2022-06-21;EUR;21.60;EUR;capex;0;0.0;0.0.00-C;2022-06-21;;4510;;X20100200;KARTUSCHEN VIEWEG RAD ZIMMERMANN;;61642111213417000002C3202319470035161
2110986593;2020-08-07;10110021;HOFFMANN GMBH;KRAFTA2;KRAFTA2;1003487899;C.32.00727.560.0;;C.32.00727.560.037.121;LAGERSYSTEM IT;3251601561;GEB. 561 HOCHREGALLAGER;27.97;0.00;27.97;32;open;KLEINE MONTAGETASCHE;2020-08-10;EUR;27.97;EUR;capex;3;3.7;3.7.12-C;2020-08-07;;4511;;X20100200;KRAFTA2 07.08.2020 11:39:56;;61642110986593000032C3200727560037121
9110194222;2021-09-16;10110827;HEIDOLPH INSTRUMENTS GMBH & CO.KG;UHLEMANB;EICHNERJ;1003855424;C.32.02704.341.0;;C.32.02704.341.036.101;LABORGERÄTE (INVEST);3253510373;DOZB GEN. MFG COST 2;52597.05;0.00;52597.05;1;open;CECB2P ROTATIONSVERDAMPFER&MAGNETRÜHRER;2022-03-09;EUR;52597.05;EUR;capex;3;3.6;3.6.10-C;2022-06-08;;4511;;X15100101;CECB2P ROTATIONSVERDAMPFER&MAGNETRÜHRER;;61649110194222000001C3202704341036101
P001315019;2025-05-15;10116495;BERNER INTERNATIONAL GMBH;NIEDERRA;LAUTENBL;;C.32.02275.131.0;;C.32.02275.131.029.111;LABORAUSSTATTUNG;3251601131;GEB. 131 LEAP OFFICE;25246.10;0.00;25246.10;3;open;MSW CLAIRE NEO C-3-180 R26.320;2025-07-21;EUR;25246.10;EUR;capex;2;2.9;2.9.11-C;2025-05-15;R101128913;4511;;X15100105;PO1 FOR LEAP | MSW - LABORAUSSTATTUNG LOS 4;;6164P001315019000003C3202275131029111
2111184468;2022-03-17;10113074;REINHART SCHOCH GMBH;KNEIDINR;KNEIDINR;1004022332;C.32.00700.470.0;;C.32.00700.470.043.151;ECESRM-ANSATZSYSTEM VT;3253100035;DOMM MANAGEMENT;11.50;0.00;11.50;6;open;GEBOTSSCHILD SCHUTZKLEIDUNG BENUTZEN;2022-03-18;EUR;11.50;EUR;capex;4;4.3;4.3.15-C;2022-03-17;;4510;;X30050200;KNEIDINR 16.03.2022 10:18:13;;61642111184468000006C3200700470043151
9110172476;2020-12-08;10231878;VESCON PROCESS GMBH;STERNIKL;GABLERC1;1003601265;C.32.00700.470.0;;C.32.00700.470.062.141;ECESRM-ABFÜLL-/VERPACKUNGSLINIE EXTERN;3253100035;DOMM MANAGEMENT;227671.48;0.00;227671.48;1;open;ABFÜLL-/VERPACKUNGSLINIE (CC I);2022-01-03;EUR;227671.48;EUR;capex;6;6.2;6.2.14-C;2021-11-05;;4510;;X20250100;STERNIKL ECESRM / VESCON;;61649110172476000001C3200700470062141
P000694618;2024-04-05;10112378;LANDRATSAMT WEILHEIM-SCHONGAU;SCHREIM7;PAULIE1;;C.32.04367.351.0;;C.32.04367.351.062.159;SIGEKO BRANDSCHUTZKONZEPT TA LÄRM TÜV;3251601351;GEB. 351/353;1000.00;0.00;1000.00;1;closed;PROJEKTTITEL: VTCP - GEBÄUDE 351 TECHNIKUM 3 ERGÄNZUNG: ERNE;2024-04-05;EUR;1000.00;EUR;capex;6;6.2;6.2.15-C;2025-08-04;R100615867;4511;;X85150100;PO1 FOR LRA WM/SOG 1711.020GB41.1GU SCHREIBER MICHAEL;;6164P000694618000001C3204367351062159
9130045477;2021-10-18;10111425;DIETMAR BERTI;GERGM2;EICHNERJ;1003884212;C.32.01710.345.0;;C.32.01710.345.028.101;AUSBAU;3253510373;DOZB GEN. MFG COST 2;94.70;0.00;94.70;2;open;3ECFP B345 REPARATUR SOCKEL;2021-11-30;EUR;94.70;EUR;capex;2;2.8;2.8.10-C;2021-10-18;;4511;6199100080;X20050802;3ECFP LÖCHER VERSCHL./REPARATUR SOCKEL;;61649130045477000002C3201710345028101
2111257289;2022-11-29;10119048;CONSILAB GMBH GESELLSCHAFT FUER;LEITNERK;LEITNERK;1004223063;C.32.03666.300.1;;C.32.03666.300.100.010;SAFETY DATA & K3 RISK ANALYSES;3253100214;DOZ MANAGEMENT;2319.00;0.00;2319.00;1;open;DEFLAGRATIONSUNTERSUCHUNG;2023-01-13;EUR;2319.00;EUR;capex;0;0.0;0.0.00-C;2022-11-29;;4511;;X20150102;DEFLAGRATIONSUNTERSUCHUNG;;61642111257289000001C3203666300100010
6001455633;2025-02-27;10000881;STAUB & CO CHEM HANDELS GMBH;DILDINK;DILDINK;;C.32.03666.300.1;;C.32.03666.300.100.110;LARGE & MID- SCALE ORG. SYNTHESIS;3253100214;DOZ MANAGEMENT;2463.74;0.00;2463.74;10;open;TAMISOLVE® NXG;2025-05-09;EUR;2463.74;EUR;capex;0;0.0;0.0.00-C;2025-04-24;;4511;;X90300202;;;61646001455633000010C3203666300100110
P000417675;2023-09-25;10532813;A GREITNER GEBAEUDEREINIGUNG +;ZELLINGM;HEGYIA;;C.32.02275.131.0;;C.32.02275.131.028.271;BAUREINIGUNG;3251601131;GEB. 131 LEAP OFFICE;61510.96;0.00;61510.96;3;open;LEAP | 2.NT_NA02-03;2025-07-30;EUR;61510.96;EUR;capex;2;2.8;2.8.27-C;2026-01-12;;4511;2023032572;X25050000;PO1 FOR LEAP | BS50 BAUREINIGUNG;;6164P000417675000003C3202275131028271
2111019280;2020-11-10;10006309;KAISER & KRAFT GMBH;ECKERTP;ECKERTP;1003571432;C.32.01229.442.0;;C.32.01229.442.073.999;SONSTIGE NEBENKOSTEN;3253100214;DOZ MANAGEMENT;69.90;0.00;69.90;3;open;PAPIERHANDTUCHROLLE;2020-11-11;EUR;69.90;EUR;capex;0;0.0;0.0.00-O;2020-11-10;;4511;;X20100200;ECKERTP 05.11.2020 09:58:03;;61642111019280000003C3201229442073999
P000895395;2024-08-27;10113140;MISUMI EUROPA GMBH;BERNHAH1;BERNHAH1;;C.32.01261.364.1;;C.32.01261.364.135.101;PSC2M-FA2-HARDWARE;3253100613;MFG MA - BUSINESS SUPPORT;13.02;0.00;13.02;3;open;SPRING PLUNGER;2024-09-11;EUR;13.02;EUR;capex;0;0.0;0.0.00-C;2024-08-27;R100802734;4510;;X20100000;PO1 FOR PSC-ERSATZTEILE MISUMI FIETZ 26.08.2024;;6164P000895395000003C3201261364135101
9110173538;2020-12-18;10113294;NEUBERGER GEBAEUDEAUTOMATION GMBH;UHLEMANB;MICHES18;1003611657;C.32.02705.642.0;;C.32.02705.642.024.171;GEBÄUDEAUTOMATION GEBÄUDELEITSYSTEM;3253510335;DOZB GEN. MFG COST;111000.00;0.00;111000.00;1;open;CIPSP GA FÜR GEBÄUDE 642 UMBAU SÜD;2021-04-16;EUR;111000.00;EUR;capex;2;2.4;2.4.17-C;2021-10-15;;4511;;X20150401;CIPSP GA FÜR GEBÄUDE 642 UMBAU SÜD;;61649110173538000001C3202705642024171
9110219204;2022-07-12;10384010;BSS BRANDSCHUTZ SICHELSTIEL GMBH;FISCHA26;ROTHERK1;1004120130;C.32.01618.444.0;;C.32.01618.444.025.191;LÜFTUNG UND MEDIEN TGA;3253100214;DOZ MANAGEMENT;13747.62;0.00;13747.62;1;closed;EBP2P/ TG270 ANP. HANDAUSLÖSETASTER;;EUR;13747.62;EUR;capex;2;2.5;2.5.19-C;2022-07-12;;4511;;X25050700;ZUSATZLEISTUNGEN SPRINKLERANLAGE;;61649110219204000001C3201618444025191
2111189657;2022-03-31;10120664;ALEXANDER BUERKLE GMBH + CO KG;BERNHAH1;BERNHAH1;1004037192;C.32.02550.470.0;;C.32.02550.470.036.111;CLM2M - DTGMT SINGLE DRUCKER;3253100035;DOMM MANAGEMENT;17.33;0.00;17.33;2;open;WASCO DS37R200DS37 202400 1066381;2022-04-11;EUR;17.33;EUR;capex;3;3.6;3.6.11-C;2022-03-31;;4510;;X20100200;CLM2M LINIE104 BÜRKLE WEISS 31.03.22;;61642111189657000002C3202550470036111
9110196570;2021-10-15;10109975;SIGMA LABORZENTRIFUGEN GMBH;UHLEMANB;HILLMANB;1003879997;C.32.02704.341.0;;C.32.02704.341.031.141;ZENTRIFUGEN;3253510373;DOZB GEN. MFG COST 2;2650.75;0.00;2650.75;4;open;CECB2P IQ/OQ INKL. DOKU UND ANFAHRT;2022-08-23;EUR;2650.75;EUR;capex;3;3.1;3.1.14-C;2022-12-19;;4511;;X15100103;CECB2P-ZENTRIFUGEN INK. ZUBEHÖR;;61649110196570000004C3202704341031141
9110225945;2022-11-16;10110071;CAT GMBH;HUPPENBE;HILLMANB;;C.32.03369.672.0;;C.32.03369.672.062.101;EXTERN PLANER;3253510373;DOZB GEN. MFG COST 2;42050.00;0.00;42050.00;2;open;HSPP 1.NT TPK GA PLANUNGSLEISTUNG BD PHA;2026-10-31;EUR;42050.00;EUR;capex;6;6.2;6.2.10-C;2025-09-30;;4511;;X20250200;HSPP-TPK GEBÄUDEAUTOMATION CD PHASE;;61649110225945000002C3203369672062101
2130133124;2022-08-31;10109567;THYSSENKRUPP SCHULTE GMBH;HOENIGH;HOENIGH;1004160494;C.32.00700.470.0;;C.32.00700.470.043.151;ECESRM-ANSATZSYSTEM VT;3253100035;DOMM MANAGEMENT;307.84;0.00;307.84;1;open;EDELSTAHL BLECH 1.4404 AISI 316L;2022-09-07;EUR;307.84;EUR;capex;4;4.3;4.3.15-C;2022-08-31;;4510;6199100128;X20100200;HOENIGH 31.08.2022 14:35:44;;61642130133124000001C3200700470043151
P001001603;2024-11-05;10001084;VWR INTERNATIONAL GMBH;LUCICG;LUCICG;;C.32.03666.300.2;;C.32.03666.300.200.100;C-EQUIPMENT;3253100214;DOZ MANAGEMENT;35.28;0.00;35.28;5;closed;ERSATZINNENTEILE HT MIT KLEMMRING AUS SCHWARZEM PPS INNENT;2024-11-05;EUR;35.28;EUR;capex;0;0.0;0.0.00-C;2025-02-22;R100899944;4511;MA00587059;X15100101;PO1 FOR SCHLÄUCHE ALLER ART;;6164P001001603000005C3203666300200100
