FI Doc No;FI Doc Date;Posting Date;Document Type;Document Type Desc;PO No;PO Line No;Vendor;Vendor Description;Vendor Invoice No;Project Nr.;Project Description;WBS;WBS Description;G/L Account;G/L Account Desc;Cost Center;Cost Center Desc;Product Desc;Item Text;Document Header Text;Payment Terms;Net Due Date;Invoice Amount Legal Entity currency;Creation date;SAP Invoice No.;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Legal Entity Currency Code;Value in document currency;Document currency Code;Quantity;Personnel Number;PO Final Invoice indicator;Value Type;Miro Invoice #;Goods Received Value
616401421277220042024;2024-03-08;2024-03-11;IR;;P000531576;2;10445678;SPORER PCS GMBH;RE2400144;C.32.03370.672.0;;C.32.03370.672.036.101;Laborgeräte;;;;;;Spannstange quer fuer Korb K07222;;60 DAYS NET;2024-05-07;36.70;2024-03-11;5110498852;capex;3;3.6;3.6.10-C;EUR;36.70;EUR;0;0;N;;5110498852;0.00
616403302368193202024;2024-04-22;2024-04-26;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.101;Roche Team Bau;;;;;;;;;;142.00;2024-04-26;10198836;capex;5;5.2;5.2.10-C;EUR;142.00;EUR;1.000;0;;;10198836;
616401467290620062025;2025-01-22;2025-01-22;KX;Employee Expenses;;0;44413314;;;C.32.03370.672.0;;C.32.03370.672.074.109;Reisespesen intern;;;3253510373;DOZB Gen. Mfg Cost 2;;Daily Allowance (gross)|;;;;27.00;2025-01-22;2438926 1;capex;7;7.4;7.4.10-O;EUR;27.00;EUR;0;2003488;;;2438926 1;
616403196266410622020;2020-09-14;2020-09-18;;;;0;;-;;C.32.02484.999.0;;C.32.02484.999.052;PI Interne Planung;;;3252100027;Project Initiations;;;;;;210.00;;5705852;capex;0;0.0;0.0.00-O;EUR;210.00;EUR;2.000;0;;;5705852;
616401408969390082023;2023-12-14;2023-12-14;WE;Goods receipt;P000376974;16;10001084;VWR INTERNATIONAL GM;;C.32.03370.672.0;;C.32.03370.672.031.999;Umzug Altgerät;212203801;DIA GR/IR NON-TRADE;;;;TRANSPORTWAGEN W80XD50XH82CM 1 * 1 ST;;;;0.00;2023-12-14;5007624227;capex;3;3.1;3.1.99-O;EUR;1407.78;EUR;0;0;N;;5007624227;
616403250553470142022;2022-06-29;2022-07-26;;;;0;;-;;C.32.03370.900.0;;C.32.03370.900.052.009;PI Interne Planung (KST);;;3253510373;DOZB Gen. Mfg Cost 2;;;;;;864.00;;8136655;capex;0;0.0;0.0.00-O;EUR;864.00;EUR;6.000;0;;;8136655;
616403299526411702024;2024-03-26;2024-03-26;;;;0;;-;;C.32.04758.999.0;;C.32.04758.999.051.139;PI Leistungen Intern (KST);;;;;;PI DB442P (Atacama) - intern;;;;0.00;2024-03-26;;capex;5;5.1;5.1.13-O;EUR;-5925.72;EUR;0;0;;;;
616403284367312362023;2023-09-25;2023-09-26;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.151;Roche Team Projekt SGU;;;;;;;;;;1598.50;2023-09-26;9605622;capex;5;5.2;5.2.15-C;EUR;1598.50;EUR;11.500;0;;;9605622;
616401411304760122024;2024-01-04;2024-01-04;KX;Employee Expenses;;0;44405762;;;C.32.03370.672.0;;C.32.03370.672.074.109;Reisespesen intern;;;3253510373;DOZB Gen. Mfg Cost 2;;Parking|Projekt CSSPP/FAT Firma Sporer;;;;3.36;2024-01-04;1930311 1;capex;7;7.4;7.4.10-O;EUR;3.36;EUR;0;276277;;;1930311 1;
616403330471943592025;2025-03-24;2025-03-26;;;;0;;-;;C.32.04758.442.0;;C.32.04758.442.052.131;Roche Team PM & Service;;;;;;;;;;730.00;2025-03-26;11009682;capex;5;5.2;5.2.13-C;EUR;730.00;EUR;5.000;0;;;11009682;
616403325401396862025;2025-01-27;2025-01-31;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.131;Roche Team PM & Service;;;;;;;;;;730.00;2025-01-29;10876819;capex;5;5.2;5.2.13-C;EUR;730.00;EUR;5.000;0;;;10876819;
616403231456330172021;2021-10-29;2021-11-29;;;;0;;-;;C.32.03370.900.0;;C.32.03370.900.052.009;PI Interne Planung (KST);;;3253510373;DOZB Gen. Mfg Cost 2;;;;;;150.00;;7276490;capex;0;0.0;0.0.00-O;EUR;150.00;EUR;1.000;0;;;7276490;
616403204160681462020;2020-12-01;2020-12-22;;;;0;;-;;C.32.02484.900.0;;C.32.02484.900.052.101;Bau Intern;;;;;;;;;;105.00;;6091033;capex;5;5.2;5.2.10-C;EUR;105.00;EUR;1.000;0;;;6091033;
616403242136970202022;2022-04-07;2022-04-08;;;;0;;-;;C.32.02484.900.0;;C.32.02484.900.052.101;Bau Intern;;;;;;;;;;110.00;;7761056;capex;5;5.2;5.2.10-C;EUR;110.00;EUR;1.000;0;;;7761056;
616403279104635512023;2023-07-19;2023-07-19;;;;0;;-;;C.32.04053.900.0;;C.32.04053.900.052.131;Roche Team PM & Service;;;;;;3221Z0 used by mistake instead 'normal' ActivityTy;;;;0.00;2023-07-20;;capex;5;5.2;5.2.13-C;EUR;0.00;EUR;-2.000;0;;;;
616403302131655002024;2024-04-22;2024-04-25;;;;0;;-;;C.32.03423.345.0;;C.32.03423.345.052.151;Roche Team Projekt SGU;;;;;;;;;;290.00;2024-04-25;10194583;capex;5;5.2;5.2.15-C;EUR;290.00;EUR;2.000;0;;;10194583;
616401377229160012023;2023-04-25;2023-04-25;WE;Goods receipt;9110207437;3;10406034;SPIEGLTEC GMBH CONSU;;C.32.03716.651.0;;C.32.03716.651.062.221;Generalplaner;212203801;DIA GR/IR NON-TRADE;;;;2.NT CPW651P Generealplanung DD;;;;11000.00;2023-04-25;5006964915;capex;6;6.2;6.2.22-C;EUR;11000.00;EUR;0;0;N;;5006964915;
616403287299635722023;2023-10-27;2023-10-30;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.131;Roche Team PM & Service;;;;;;;;;;688.00;2023-10-30;9701359;capex;5;5.2;5.2.13-C;EUR;688.00;EUR;8.000;0;;;9701359;
616403277459094882023;2023-06-27;2023-06-30;;;;0;;-;;C.32.03423.345.0;;C.32.03423.345.052.131;Roche Team PM & Service;;;;;;;;;;3500.00;2023-06-30;9348044;capex;5;5.2;5.2.13-C;EUR;3500.00;EUR;25.000;0;;;9348044;
616403308592175962024;2024-06-04;2024-07-04;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.131;Roche Team PM & Service;;;;;;;;;;284.00;2024-07-04;10382204;capex;5;5.2;5.2.13-C;EUR;284.00;EUR;2.000;0;;;10382204;
616401432945520012024;2024-06-03;2024-06-03;WE;Goods receipt;9110215954;7;10406034;SPIEGLTEC GMBH CONSU;;C.32.03370.672.0;;C.32.03370.672.062.111;Honorare extern;212203801;DIA GR/IR NON-TRADE;;;;5.NT CSSPP GP DD-CC-Phase;;;;32995.65;2024-06-03;5008117176;capex;6;6.2;6.2.11-C;EUR;32995.65;EUR;0;0;N;;5008117176;
616401467290620082025;2025-01-22;2025-01-22;KX;Employee Expenses;;0;44413314;;;C.32.03370.672.0;;C.32.03370.672.074.109;Reisespesen intern;;;3253510373;DOZB Gen. Mfg Cost 2;;Daily Allowance (gross)|;;;;27.00;2025-01-22;2438926 1;capex;7;7.4;7.4.10-O;EUR;27.00;EUR;0;2003488;;;2438926 1;
616403329822242582025;2025-03-17;2025-03-19;;;;0;;-;;C.32.04758.442.0;;C.32.04758.442.052.101;Roche Team Building;;;;;;;;;;1378.00;2025-03-19;10996616;capex;5;5.2;5.2.10-C;EUR;1378.00;EUR;13.000;0;;;10996616;
616402037032640102024;2024-02-08;2024-02-08;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.121;Roche Team MSR;;;;;;Fa Beer RV Dienstleistg WO500480974;;;;408.00;2024-02-08;;capex;5;5.2;5.2.12-C;EUR;408.00;EUR;0;0;;;;
616401445278320012024;2024-07-05;2024-08-26;IR;;;0;10557991;ISARFLOSS ANGERMEIER;F-376/2024;C.32.03370.672.0;;C.32.03370.672.073.129;Allg Projektkosten (Workshops Meetings);;;3253510373;DOZB Gen. Mfg Cost 2;;reisekosten eigene;;;2024-07-05;2653.06;2024-08-26;5102931117;capex;7;7.3;7.3.12-O;EUR;2653.06;EUR;0;0;;;5102931117;
616401410767020202024;2024-01-02;2024-01-02;KX;Employee Expenses;;0;44407418;;;C.32.03370.672.0;;C.32.03370.672.074.109;Reisespesen intern;;;3253510373;DOZB Gen. Mfg Cost 2;;Breakfast|Projekt CSSPP/ FAT bei Firma Sporer;;;;4.58;2024-01-02;1907295 1;capex;7;7.4;7.4.10-O;EUR;4.58;EUR;0;252343;;;1907295 1;
616401415766100012024;2024-02-05;2024-02-05;WE;Goods receipt;9110228498;1;10445678;SPORER PCS GMBH;;C.32.03370.672.0;;C.32.03370.672.036.101;Laborgeräte;212203801;DIA GR/IR NON-TRADE;;;;CSSPP-Teilereinigungsanl.Typ Korbwaschan;;;;28850.00;2024-02-05;5007757897;capex;3;3.6;3.6.10-C;EUR;28850.00;EUR;0;0;N;;5007757897;
616403277459121312023;2023-06-26;2023-06-30;;;;0;;-;;C.32.04053.900.0;;C.32.04053.900.052.141;Roche Team Qualifizierung;;;;;;;;;;700.00;2023-06-30;9371705;capex;5;5.2;5.2.14-C;EUR;700.00;EUR;5.000;0;;;9371705;
616403264626752422023;2023-01-26;2023-01-26;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.171;Roche Team HLKK;;;;;;;;;;1190.00;2023-01-26;8773814;capex;5;5.2;5.2.17-C;EUR;1190.00;EUR;8.500;0;;;8773814;
616403262339865452022;2022-12-23;2022-12-21;;;;0;;-;;C.32.03370.672.0;;C.32.03370.672.052.141;Roche Team Qualifizierung;;;;;;;;;;487.90;;8670869;capex;5;5.2;5.2.14-C;EUR;487.90;EUR;4.100;0;;;8670869;
616401379375110042023;2023-05-09;2023-05-09;KX;Employee Expenses;;0;44413314;;;C.32.03370.672.0;;C.32.03370.672.073.129;Allg Projektkosten (Workshops Meetings);;;;;;Entertainment - Clients|Projektessen;;;;0.00;2023-05-09;1434559 1;capex;7;7.3;7.3.12-O;EUR;400.65;EUR;0;2003488;;;1434559 1;
616401422541910032024;2024-03-20;2024-03-20;WE;Goods receipt;9110230920;4;10114471;VTU ENGINEERING DEUT;;C.32.03370.672.0;;C.32.03370.672.081.101;Owner Projektkosten;212203801;DIA GR/IR NON-TRADE;;;;CSSPP 1NT Qualifizierung Geraete/ECCs/Anl;;;;7696.02;2024-03-20;5007902133;capex;8;8.1;8.1.10-C;EUR;7696.02;EUR;0;0;Y;;5007902133;
616401281861550012021;2021-06-24;2021-06-24;WE;Goods receipt;9110175941;1;10121359;BSS BRANDSCHUTZ SICH;;C.32.02484.900.0;;C.32.02484.900.039.131;Löschwassersysteme;212203801;DIA GR/IR NON-TRADE;;;;CSWSP Feuerloeschanl. Sprinklerzentrale;;;;46000.00;;5005036342;capex;3;3.9;3.9.13-C;EUR;46000.00;EUR;0;0;N;;5005036342;
616403278324870502023;2023-07-10;2023-07-10;;;;0;;-;;C.32.03423.345.0;;C.32.03423.345.052.171;Roche Team HLKK;;;;;;;;;;700.00;2023-07-10;9406963;capex;5;5.2;5.2.17-C;EUR;700.00;EUR;5.000;0;;;9406963;
616403301412143152024;2024-04-18;2024-04-18;;;;0;;-;;C.32.03423.345.0;;C.32.03423.345.052.171;Roche Team HLKK;;;;;;;;;;284.00;2024-04-18;10167591;capex;5;5.2;5.2.17-C;EUR;284.00;EUR;2.000;0;;;10167591;
616401438969870012024;2024-07-11;2024-07-11;WE;Goods receipt;9110230920;2;10114471;VTU ENGINEERING DEUT;;C.32.03370.672.0;;C.32.03370.672.062.141;Extern Qualifizierung;212203801;DIA GR/IR NON-TRADE;;;;CSSP-Erstellung/Bearbeitung ECCs;;;;1685.14;2024-07-11;5008239542;capex;6;6.2;6.2.14-C;EUR;1685.14;EUR;0;0;Y;;5008239542;
616401411304760162024;2024-01-04;2024-01-04;KX;Employee Expenses;;0;;-;;C.32.03370.672.0;;C.32.03370.672.074.109;Reisespesen intern;417101006;CAR FUEL;;;;Provided Meals|;;;;0.00;2024-01-04;1930311 1;capex;7;7.4;7.4.10-O;EUR;-16.80;EUR;0;276277;;;1930311 1;
616401458473190012024;2024-11-20;2024-11-20;WE;Goods receipt;9130049830;4;10127793;THOST PROJEKTMANAGEM;;C.32.03423.345.0;;C.32.03423.345.062.131;Extern PM & Service;212203801;DIA GR/IR NON-TRADE;;;;3.NT CW345P PROJEKTKOORD. DD-CO-Phase;;;;12000.00;2024-11-20;5008642950;capex;6;6.2;6.2.13-C;EUR;12000.00;EUR;0;0;N;;5008642950;
616403279564394492023;2023-07-24;2023-07-26;;;;0;;-;;C.32.03423.345.0;;C.32.03423.345.052.131;Roche Team PM & Service;;;;;;;;;;1400.00;2023-07-26;9449701;capex;5;5.2;5.2.13-C;EUR;1400.00;EUR;10.000;0;;;9449701;
229101444569890052024;2024-07-31;2024-08-20;RE;Invoice receipt;P000342787;6;10125022;DPR CONSTRUCTION;DPR000495D6;C.35.00103.205.2;;C.35.00103.205.211.600;FMWB Site Improvements;;;;;;FMWB Site Improvements;;60 DAYS NET;2024-10-11;12293.00;2024-08-20;5110792724;capex;1;1.6;1.6.00-C;USD;12293.00;;0;0;N;;5110792724;0.00
229101444569890162024;2024-07-31;2024-08-20;RE;Invoice receipt;P000342787;21;10125022;DPR CONSTRUCTION;DPR000495D6;C.35.00103.205.2;;C.35.00103.205.211.800;FMWB Utilities Infrastructure;;;;;;FMWB Site Prep Civil/Utilities Infrast.;;60 DAYS NET;2024-10-11;4171.45;2024-08-20;5110792724;capex;1;1.8;1.8.00-C;USD;4171.45;;0;0;N;;5110792724;0.00
229101466245120032025;2024-12-30;2025-01-15;RE;Invoice receipt;P000342787;6;10125022;DPR CONSTRUCTION;DPR000867D6;C.35.00103.205.2;;C.35.00103.205.211.600;FMWB Site Improvements;;;;;;FMWB Site Improvements;;60 DAYS NET;2025-03-10;2656.20;2025-01-15;5111052704;capex;1;1.6;1.6.00-C;USD;2656.20;;0;0;N;;5111052704;0.00
229101408213690152023;2023-10-05;2023-12-08;RE;Invoice receipt;P000342787;19;10125022;DPR CONSTRUCTION;DPRJB002842;C.35.00103.205.2;;C.35.00103.205.212.300;FMWB Shell - Enclosure;;;;;;FMWB Bld const shell 2 exterior enclose;;60 DAYS NET;2023-12-18;5624.99;2023-12-08;5110341277;capex;2;2.3;2.3.00-C;USD;5624.99;;0;0;N;;5110341277;0.00
229101402084250162023;2023-10-05;2023-10-28;RE;Invoice receipt;P000342787;21;10125022;DPR CONSTRUCTION;DPRJB002842;C.35.00103.205.2;;C.35.00103.205.211.800;FMWB Utilities Infrastructure;;;;;;FMWB Site Prep Civil/Utilities Infrast.;;60 DAYS NET;2023-12-18;94341.55;2023-10-28;5110262847;capex;1;1.8;1.8.00-C;USD;94341.55;;0;0;N;;5110262847;0.00
229101489705900032025;2025-06-09;2025-06-13;KR;Vendor invoice;;0;601900;ROCHE DIAGNOSTICS OP;0000001800006627;C.35.00103.205.2;;C.35.00103.205.215.210;FMWB Project Management;;;;;;FMWB hours May '25;;;2025-07-09;4692.00;2025-06-13;1900020109;capex;5;5.2;5.2.10-C;USD;4692.00;;0;0;;;1900020109;
229101378084610032023;2023-01-31;2023-05-01;RE;Invoice receipt;2111224501;3;10125022;DPR CONSTRUCTION;DPRJB002383;C.35.00103.205.2;;C.35.00103.205.216.300;FMWB CM/GC Preconstruction Support;;;;;;FMWB CM/GC Preconstruction Support;;60 DAYS NET;2023-04-01;-14405.64;2023-05-01;5109935749;capex;6;6.3;6.3.00-C;USD;-14405.64;;0;0;Y;;5109935749;0.00
229101445785820092024;2024-06-30;2024-08-28;RE;Invoice receipt;P000341560;12;10125022;DPR CONSTRUCTION;DPR000433D6;C.35.00104.205.2;;C.35.00104.205.212.300;FMUB Shell - Enclosure;;;;;;FMUB - Shell - Enclosure;;60 DAYS NET;2024-09-23;30658.05;2024-08-28;5110808456;capex;2;2.3;2.3.00-C;USD;30658.05;;0;0;N;;5110808456;0.00
229101412559120132024;2023-12-29;2024-01-15;RE;Invoice receipt;P000341560;25;10125022;DPR CONSTRUCTION;DPR000081D6;C.35.00104.205.2;;C.35.00104.205.211.200;FMUB Site Clearance and Earthwork and Ca;;;;;;FMUB-Site Clearance & Earthwork Demo;;60 DAYS NET;2024-03-08;36858.29;2024-01-15;5110397187;capex;1;1.2;1.2.00-C;USD;36858.29;;0;0;N;;5110397187;0.00
229101436557990062024;2024-06-25;2024-06-26;KR;Vendor invoice;;0;578000;ROCHE DIAGNOSTICS IN;0000001800012334;C.35.05214.001.2;;C.35.05214.001.211.400;ASCU Temporary Site Facilities and Const;;;;;;5% Mark-up;;;2024-08-24;190.87;2024-06-26;1900018648;capex;1;1.4;1.4.00-C;USD;190.87;;0;0;;;1900018648;
229101389325550122023;2023-06-30;2023-07-25;RE;Invoice receipt;P000341560;24;10125022;DPR CONSTRUCTION;DPRJB002649;C.35.00104.205.2;;C.35.00104.205.211.300;FMUB Temporary Site Facilities and Const;;;;;;FMUB-Const. Site & Temp Utils Office;;60 DAYS NET;2023-09-09;46963.16;2023-07-25;5110090323;capex;1;1.3;1.3.00-C;USD;46963.16;;0;0;N;;5110090323;0.00
229101481069560012025;2025-03-31;2025-04-15;RE;Invoice receipt;P000342398;2;10176453;MACE NORTH AMERICA L;0000000270205913;C.35.00104.205.2;;C.35.00104.205.215.310;FMUB Project Management - Staff Augmenta;;;;;;6/10/2024 CO1 $282664 FMUB Project Cont;;60 DAYS NET;2025-06-10;16336.72;2025-04-15;5111213393;capex;5;5.3;5.3.10-C;USD;16336.72;;0;0;N;;5111213393;0.00
229101447877120162024;2024-06-30;2024-09-10;RE;Invoice receipt;P000341560;26;10125022;DPR CONSTRUCTION;DPR000433D6;C.35.00104.205.2;;C.35.00104.205.211.100;FMUB Site and Soil Investigation;;;;;;FMUB - Site & Soil Investigation;;60 DAYS NET;2024-09-23;4750.00;2024-09-10;5110830282;capex;1;1.1;1.1.00-C;USD;4750.00;;0;0;N;;5110830282;0.00
229101312295870012022;2022-01-19;2022-01-21;KR;Vendor invoice;;0;120100;F HOFMANN-LA ROCHE A;0000000180000045;C.35.00103.205.2;;C.35.00103.205.216.200;FMWB Architect;;;;;;Tax Code Correction for 180004213;;;2022-03-20;2406.90;;1900014266;capex;6;6.2;6.2.00-C;USD;2406.90;;0;0;;;1900014266;
229101428562270172024;2024-04-05;2024-04-30;KR;Vendor invoice;;0;601900;ROCHE DIAGNOSTICS OP;0000001800006133;C.35.00104.205.2;;C.35.00104.205.215.210;FMUB Project Management;;;;;;FMUB hours Mar '24;;;2024-05-05;0.30;2024-04-30;1900018331;capex;5;5.2;5.2.10-C;USD;0.30;;0;0;;;1900018331;
229101428562270032024;2024-04-05;2024-04-30;KR;Vendor invoice;;0;601900;ROCHE DIAGNOSTICS OP;0000001800006133;C.35.00103.205.2;;C.35.00103.205.215.210;FMWB Project Management;;;;;;FMWB hours Mar '24;;;2024-05-05;14618.00;2024-04-30;1900018331;capex;5;5.2;5.2.10-C;USD;14618.00;;0;0;;;1900018331;
229101418824050112024;2024-02-22;2024-02-26;KR;Vendor invoice;;0;601900;ROCHE DIAGNOSTICS OP;0000001800006073;C.35.00103.205.2;;C.35.00103.205.215.210;FMWB Project Management;;;;;;REA travel;;;2024-03-23;3516.33;2024-02-26;1900018004;capex;5;5.2;5.2.10-C;USD;3516.33;;0;0;;;1900018004;
229101447877120152024;2024-06-30;2024-09-10;RE;Invoice receipt;P000341560;25;10125022;DPR CONSTRUCTION;DPR000433D6;C.35.00104.205.2;;C.35.00104.205.211.200;FMUB Site Clearance and Earthwork and Ca;;;;;;FMUB-Site Clearance & Earthwork Demo;;60 DAYS NET;2024-09-23;8863.50;2024-09-10;5110830282;capex;1;1.2;1.2.00-C;USD;8863.50;;0;0;N;;5110830282;0.00
229101474985910012025;2025-02-07;2025-03-06;RE;Invoice receipt;P000341560;1;10125022;DPR CONSTRUCTION;DPR000959D6;C.35.00104.205.2;;C.35.00104.205.212.800;FMUB Interiors Fit-Out;;;;;;FMUB Interiors Fit-Out;;60 DAYS NET;2025-04-22;21.17;2025-03-06;5111143491;capex;2;2.8;2.8.00-C;USD;21.17;;0;0;N;;5111143491;0.00
229101457392670012024;2024-11-05;2024-11-12;RE;Invoice receipt;P000343187;1;10064372;AFFILIATED ENGINEERS;40-364746;C.35.00104.205.2;;C.35.00104.205.216.500;FMUB C+Q - External;;;;;;FMUB Commissioning Activities;;60 DAYS NET;2025-01-05;2148.00;2024-11-12;5110945236;capex;6;6.5;6.5.00-C;USD;2148.00;;0;0;Y;;5110945236;0.00
229101430718050102024;2024-05-08;2024-05-15;RE;Invoice receipt;P000341560;21;10125022;DPR CONSTRUCTION;DPR000317D6;C.35.00104.205.2;;C.35.00104.205.211.800;FMUB Utilities Infrastructure;;;;;;FMUB- Utilities infrastructure;;60 DAYS NET;2024-07-13;14251.23;2024-05-15;5110618521;capex;1;1.8;1.8.00-C;USD;14251.23;;0;0;N;;5110618521;0.00
229101346585970022022;2022-09-13;2022-09-15;KR;Vendor invoice;;0;601900;ROCHE DIAGNOSTICS OP;0000001800005448;C.35.00104.205.2;;C.35.00104.205.215.220;FMUB Engineering and Design;;;;;;REA BBG Travel;;;2022-10-13;1612.50;;1900015237;capex;5;5.2;5.2.20-C;USD;1612.50;;0;0;;;1900015237;
229101501308810082025;2025-08-31;2025-08-31;SA;G/L account document;;0;;-;;C.35.35516.001.2;;C.35.35516.001.236.200;K6CU CM Pre-Construction Services;414129001;LOW VALUE ''ASSETS'' EXPENSED OTHER;;;;K6CU write-off to Engineering OpEx;;;;-330.47;2025-09-01;101054592;capex;6;6.2;6.2.00-C;USD;-330.47;;0;0;;;101054592;
612701434016280012024;2024-06-06;2024-06-07;RE;Invoice receipt;P000578020;1;10101303;SAFETY MANAGEMENT GR;0000000000204999;C.37.00057.001.2;;C.37.00057.001.236.700;LSNT SHE/Safety Service;;;;;;SMG - 2024 Proposal Safety Advisor Shane;;60 DAYS NET;2024-08-05;5875.54;2024-06-07;5110659065;capex;6;6.7;6.7.00-C;USD;5875.54;;0;0;Y;;5110659065;0.00
229101441385270012024;2024-07-20;2024-07-29;RE;Invoice receipt;P000340856;1;10360754;HAZTEK INC;0000000002170837;C.35.00103.205.2;;C.35.00103.205.216.700;FMWB SHE Consultant - External;;;;;;FMWB SHE Services;;60 DAYS NET;2024-09-23;5096.00;2024-07-29;5110754779;capex;6;6.7;6.7.00-C;USD;5096.00;;0;0;Y;;5110754779;0.00
229101426022970092024;2024-02-29;2024-04-12;RE;Invoice receipt;P000493519;11;10360522;BNBUILDERS INC;0000000000000003;C.35.05214.001.2;;C.35.05214.001.227.200;ASCU CM/GC Fee and Insurance;;;;;;CM/GC Fee and Insurance;;30 DAYS NET;2024-05-09;30771.00;2024-04-12;5110559872;capex;7;7.2;7.2.00-C;USD;30771.00;;0;0;Y;;5110559872;0.00
229101455292910022024;2024-10-15;2024-10-30;KR;Vendor invoice;;0;645100;ROCHE SEQUENCING SOL;0000001800001273;C.35.05214.001.2;;C.35.05214.001.228.100;ASCU Capital - User Team Costs;;;;;;*ASCU project support 5% MARK- UP;;;2024-10-15;1599.00;2024-10-30;1900019244;capex;8;8.1;8.1.00-C;USD;1599.00;;0;0;;;1900019244;
601901477781890022025;2025-03-24;2025-03-26;RE;Invoice receipt;P000661034;2;10123788;HMH CONTRACTORS INC;0000000000014041;C.33.00112.186.2;;C.33.00112.186.239.100;BDFRI Contingency (Event Risk);;;;;;BDFRI - Mechanical Line Item 1 $132862;;60 DAYS NET;2025-05-23;673.75;2025-03-26;5111178065;capex;9;9.1;9.1.00-C;USD;673.75;;0;0;N;;5111178065;0.00
612701497308140032025;2024-12-13;2025-08-04;RE;Invoice receipt;P000872979;3;10351662;GOLDBAND CORP;0000000000004259;C.37.00057.001.2;;C.37.00057.001.232.500;LSNT HVAC (Equipment Materials and Ins;;;;;;LSNT - Airtelligence CO Line #3  -   Rep;;60 DAYS NET;2025-02-11;30775.16;2025-08-04;5111393787;capex;2;2.5;2.5.00-C;USD;30775.16;;0;0;Y;;5111393787;0.00
229101353870990072022;2022-11-03;2022-11-07;KR;Vendor invoice;;0;601900;ROCHE DIAGNOSTICS OP;0000001800005508;C.35.00104.205.2;;C.35.00104.205.215.210;FMUB Project Management;;;;;;FMUB hours Oct 2022;;;2022-12-03;15532.00;;1900015475;capex;5;5.2;5.2.10-C;USD;15532.00;;0;0;;;1900015475;
601901442001140222024;2024-07-31;2024-07-31;SA;G/L account document;;0;;-;;C.33.00112.186.2;;C.33.00112.186.235.210;BDFRI Project Management;431901023;OTHER PROFESSIONAL FEES AND SERVICES;;;;Capitalize OS Planning_Engr Time;;;;3615.84;2024-08-01;125714734;capex;5;5.2;5.2.10-C;USD;3615.84;;0;0;;;125714734;
229101385457410022023;2023-06-27;2023-06-27;WE;Goods receipt;WO00020912;10;10027925;PRO UNLIMITED INC;;C.35.00103.205.2;;C.35.00103.205.212.900;FMWB Laboratory Fit-Out;212203801;DIA GR/IR NON-TRADE;;;;ROCGTS00394551 Line 10;;;;2222.40;2023-06-27;5007130913;capex;2;2.9;2.9.00-C;USD;2222.40;;0;0;Y;;5007130913;
229101332476710262022;2022-06-04;2022-06-04;KX;Employee Expenses;;0;;-;;C.35.00103.205.2;;C.35.00103.205.217.400;FMWB Travel Costs;212101017;CITIBANK MASTERCARD CLEARING;3553104558;Mechanics - Filling;;Breakfast|Linoline FAT;;;;0.00;;845519  1;capex;7;7.4;7.4.00-C;USD;0.00;;0;439370;;;845519  1;
229101363278130032023;2023-12-15;2023-01-16;RE;Invoice receipt;2111245663;3;10125022;DPR CONSTRUCTION;DPRJB002233;C.35.00104.205.2;;C.35.00104.205.211.300;FMUB Temporary Site Facilities and Const;;;;;;FMUB-Const. Site & Temp Utils Office;;60 DAYS NET;2023-03-14;905659.49;2023-01-16;5109750748;capex;1;1.3;1.3.00-C;USD;905659.49;;0;0;Y;;5109750748;0.00
229101444569890112024;2024-07-31;2024-08-20;RE;Invoice receipt;P000342787;15;10125022;DPR CONSTRUCTION;DPR000495D6;C.35.00103.205.2;;C.35.00103.205.216.400;FMWB CM/GC Construction Management;;;;;;FMWB Contracted PM Mgt (GCs);;60 DAYS NET;2024-10-11;133397.03;2024-08-20;5110792724;capex;6;6.4;6.4.00-C;USD;133397.03;;0;0;N;;5110792724;0.00
612701438188470012024;2024-06-28;2024-07-05;RE;Invoice receipt;P000496211;1;10176051;NORSTAN COMMUNICATIO;0000009200010858;C.37.00057.001.2;;C.37.00057.001.232.400;LSNT Electrical and Building Automation;;;;;;Black Box - Wireless Services for ICAGEN;;60 DAYS NET;2024-08-27;11357.67;2024-07-05;5110712605;capex;2;2.4;2.4.00-C;USD;11357.67;;0;0;Y;;5110712605;0.00
229101431215850012024;2024-04-16;2024-05-20;RE;Invoice receipt;P000341717;2;10064372;AFFILIATED ENGINEERS;43-80444;C.35.05214.001.2;;C.35.05214.001.226.400;ASCU Commissioning Services;;;;;;ASCU Commissioning Services;;90 DAYS NET;2024-07-13;19109.68;2024-05-20;5110626343;capex;6;6.4;6.4.00-C;USD;19109.68;;0;0;Y;;5110626343;0.00
229101444569890082024;2024-07-31;2024-08-20;RE;Invoice receipt;P000342787;11;10125022;DPR CONSTRUCTION;DPR000495D6;C.35.00103.205.2;;C.35.00103.205.217.200;FMWB CM/GC Fees and Insurances;;;;;;FMWB CM/GC Insurance;;60 DAYS NET;2024-10-11;26884.54;2024-08-20;5110792724;capex;7;7.2;7.2.00-C;USD;26884.54;;0;0;N;;5110792724;0.00
